Product Name,Short Description,Price
Ring Suva,14K Red Gold with Black Rhodium & Black Diamond,"$1,362.00"
Ring Unassisted,14K Yellow Gold & Lab Grown Diamond,$462.00
Ring Uncultured,14K Yellow Gold & Lab Grown Diamond,$534.00
Ring Textual,14K Yellow Gold & Lab Grown Diamond,$825.00
Ring Terrasini,14K White Gold & Lab Grown Diamond & White Pearl,$958.00
Ring Terrenova,14K Yellow Gold & Lab Grown Diamond,$926.00
Ring Acharnes,14K Yellow Gold with Black Rhodium & Black Diamond,$525.00
Ring Aditi,14K Red Gold with Black Rhodium & Lab Grown Diamond,$705.00
Ring Alkyonias,14K Yellow Gold with Black Rhodium & Brown Diamond & Black Diamond,$885.00
Ring Amaterasu,14K Red Gold with Black Rhodium & Lab Grown Diamond,$647.00
Ring Anopatisia,14K White & Yellow Gold with Black Rhodium & Black Diamond,$628.00
Ring Aodhan,14K Red Gold with Black Rhodium & Brown Diamond & White Sapphire & White Pearl,$595.00
Ring Aylaia,14K Red Gold with Black Rhodium & Brown Diamond & Swarovski Crystal,$749.00
Ring Barboleta,14K Red Gold with Black Rhodium & Brown Diamond & White Sapphire,$878.00
Ring Bayleigh,14K Red Gold with Black Rhodium & Brown Diamond & White Sapphire,$596.00
Ring Bayu,14K Red Gold with Black Rhodium & Lab Grown Diamond,$623.00
Ring Belmonte,14K White & Yellow Gold  & Lab Grown Diamond,$991.00
Ring Buttermere,14K Red Gold with Black Rhodium & Black Diamond,$973.00
Ring Callalily,14K White & Rose Gold & Lab Grown Diamond,"$1,127.00"
Ring Eleftheriossa,14K Yellow Gold with Black Rhodium & Brown Diamond & Black Diamond,$748.00
Ring Erythros,14K Yellow Gold with Black Rhodium & Black Diamond,$604.00
Ring Escorial,14K White & Red Gold with Black Rhodium & Black Diamond,"$1,257.00"
Ring Feileacon,14K Red Gold with Black Rhodium & Brown Diamond & White Sapphire,"$1,007.00"
Ring Hiltonisia,14K Yellow Gold with Black Rhodium & Black Diamond,$787.00
Ring Jonda,14K Yellow Gold & Lab Grown Diamond,$945.00
Ring Kalirrois,14K Yellow Gold with Black Rhodium & Black Diamond,$817.00
Ring Kamateras,14K Yellow Gold & Brown Diamond,$778.00
Ring Ketopatisia,14K Yellow Gold & Lab Grown Diamond,$932.00
Ring Kifisoudan,14K Yellow Gold with Black Rhodium & Black Diamond,$596.00
Ring Liosiarea,14K Yellow Gold & Brown Diamond & White Sapphire,"$1,341.00"
Ring Marnivathi,14K Yellow Gold with Black Rhodium & Black Diamond,$628.00
Ring Mediterranean,14K White & Rose Gold & Lab Grown Diamond,"$1,131.00"
Ring Menaichmou,14K Yellow Gold & Brown Diamond,$647.00
Ring Mesogeion,14K Yellow Gold with Black Rhodium & Black Diamond,$945.00
Ring Mezzagno,14K White & Yellow Gold  & Lab Grown Diamond,"$2,523.00"
Ring Michalakapo,14K Yellow Gold & Brown Diamond,$690.00
Ring Michoutzos,14K Yellow Gold with Black Rhodium & Black Diamond,$978.00
Ring Micovoda,14K Yellow Gold with Black Rhodium & Black Diamond,"$1,077.00"
Ring Mirasarkoudi,14K Yellow Gold with Black Rhodium & Black Diamond,"$1,052.00"
Women's Pinky Ring Mitropoleos,14K Yellow Gold & Brown Diamond,$542.00
Ring Mnisileous,14K White & Yellow Gold with Black Rhodium & Black Diamond,$953.00
Ring Moncalieri,14K White & Yellow Gold  & Lab Grown Diamond,$777.00
Ring Navva,14K Yellow Gold & Lab Grown Diamond,$796.00
Ring Nymphalis,14K Red Gold with Black Rhodium & Brown Diamond & White Sapphire,$685.00
Ring Pierisse,14K Red Gold with Black Rhodium & Brown Diamond & White Sapphire,"$1,385.00"
Ring Raccuja,14K Yellow Gold & Lab Grown Diamond,"$1,100.00"
Ring Petroupolit,14K Yellow Gold with Black Rhodium & Black Diamond & White Pearl,$750.00
Ring Radiancevb,14K Red Gold with Black Rhodium & Lab Grown Diamond,"$1,512.00"
Ring Sinelle,14K Red Gold with Black Rhodium & Lab Grown Diamond,$744.00
Women's Pinky Ring Pinkfly,14K Red Gold with Black Rhodium & Brown Diamond,$475.00
Ring Portanna,14K Yellow Gold & Lab Grown Diamond,$993.00
Ring Tavua,14K Yellow Gold & Lab Grown Diamond,$670.00
Ring Viedma,14k Rose/White/Yellow Gold with Black Rhodium & Brown Diamond & Black Diamond,"$1,354.00"
Ring Villabate,14K Yellow Gold & Lab Grown Diamond,"$1,183.00"
Ring Acephali,14K Red Gold with Black Rhodium & Lab Grown Diamond,$929.00
Ring Ahti,14K White & Red Gold with Black Rhodium & Lab Grown Diamond,$670.00
Ring Annigne,14K Red Gold with Black Rhodium & Brown Diamond & Black Diamond & White Sapphire,"$1,569.00"
Ring Basal,14K White & Yellow Gold  & Lab Grown Diamond,"$1,069.00"
Ring Basis,14K White & Yellow Gold  & Lab Grown Diamond,"$1,120.00"
Ring Daryllyn,14K White & Red Gold with Black Rhodium & Lab Grown Diamond,$667.00
Ring Dublanc,14K Yellow Gold & Lab Grown Diamond,$592.00
Ring Lastarria,14K Yellow Gold with Black Rhodium & Black Diamond,"$1,361.00"
Ring Liberated,14K Yellow Gold & Lab Grown Diamond,$932.00
Ring Iycaen,14K White & Red Gold with Black Rhodium & Lab Grown Diamond,"$1,094.00"
Ring Orientate,14K Yellow Gold & Lab Grown Diamond,"$1,027.00"
Ring Parnita,14K White & Red Gold with Black Rhodium & Black Diamond,"$1,466.00"
Ring Perspective,14K Yellow Gold & Lab Grown Diamond,$652.00
Ring Poitiers,14K Yellow Gold with Black Rhodium & Black Diamond,"$1,031.00"
Ring Precision,14K Yellow Gold & Lab Grown Diamond,$559.00
Ring Rokotz,14K Red Gold with Black Rhodium & Brown Diamond,"$2,278.00"
Ring Slaine,14K Red Gold with Black Rhodium & Brown Diamond,"$1,147.00"
Ring Socompa,14K Red Gold with Black Rhodium & Brown Diamond & Black Diamond,"$1,081.00"
Ring Thewind,14K Red Gold with Black Rhodium & Lab Grown Diamond,$897.00
Ring Tromen,14K Red Gold with Black Rhodium & Brown Diamond & Black Diamond,"$2,530.00"
Ring Tuzgle,14K Red Gold with Black Rhodium & Brown Diamond,"$1,461.00"
Pinky Ring Vatukoula,14K White & Yellow Gold  & Lab Grown Diamond,$587.00
Ring Windermere,14K Red & White Gold with Black Rhodium & Black Diamond,"$1,636.00"
Ring Cwan - SET,14K Yellow Gold & Moissanite,"$1,533.00"
Ring Gugarw - SET,14K Yellow Gold & Moissanite,"$1,657.00"
Ring Nigemen - SET,14K Yellow Gold & Moissanite,"$1,716.00"
Ring Odyng - SET,14K Yellow Gold & Moissanite,"$1,943.00"
Ring Plenn - SET,14K Yellow Gold & Moissanite,"$1,746.00"
Ring Reddos - SET,14K Yellow Gold & Moissanite,"$2,066.00"
Ring Rundsw - SET,14K Yellow Gold & Moissanite,"$1,307.00"
Ring Segd - SET,14K Yellow Gold & Moissanite,"$2,543.00"
Ring Semsan - SET,14K Yellow Gold & Moissanite,"$1,708.00"
Ring Sendryha - SET,14K Yellow Gold & Moissanite,"$2,155.00"
Ring Spenisa - SET,14K Yellow Gold & Moissanite,"$1,344.00"
Ring Stionsa - SET,14K Yellow Gold & Moissanite,"$1,409.00"
Ring Syllu - SET,14K Yellow Gold & Moissanite,"$1,598.00"
Ring Tazil - SET,14K Yellow Gold & Moissanite,"$2,533.00"
Ring Teakook - SET,14K Yellow Gold & Moissanite,"$1,525.00"
Ring Thwend - SET,14K Yellow Gold & Moissanite,"$1,443.00"
Ring Todergea - SET,14K Yellow Gold & Moissanite,"$2,018.00"
Ring Ulamb - SET,14K Yellow Gold & Moissanite,"$1,615.00"
Ring Uorph - SET,14K Yellow Gold & Moissanite,"$1,419.00"
Ring Uothu - SET,14K Yellow Gold & Moissanite,"$1,578.00"
Ring Urherixa - SET,14K Yellow Gold & Moissanite,"$2,232.00"
Ring Urtan - SET,14K Yellow Gold & Moissanite,"$1,673.00"
Ring Vexemi - SET,14K Yellow Gold & Moissanite,"$1,819.00"
Ring Vigetea - SET,14K Yellow Gold & Moissanite,"$1,605.00"
Ring Vouma - SET,14K Yellow Gold & Moissanite,"$1,740.00"
Ring Wanjin - SET,14K Yellow Gold & Moissanite,"$1,671.00"
Ring Wardodea - SET,14K Yellow Gold & Moissanite,"$1,644.00"
Ring Wear - SET,14K Yellow Gold & Moissanite,"$1,700.00"
Ring Wegyron - SET,14K Yellow Gold & Moissanite,"$1,781.00"
Ring Wourg - SET,14K Yellow Gold & Moissanite,"$1,694.00"
Ring Xlifin - SET,14K Yellow Gold & Moissanite,"$2,077.00"
Ring Yablexa - SET,14K Yellow Gold & Moissanite,"$2,327.00"
Ring Sahiralt,14K Yellow Gold & Moissanite,$643.00
Ring Yulate,14K Yellow Gold & Moissanite,$716.00
Ring Amanfs,14K Yellow Gold & Moissanite,"$1,126.00"
Ring Maersa,14K Yellow Gold & Moissanite,"$1,456.00"
Ring Runtert,14K Yellow Gold & Moissanite,"$1,108.00"
Ring Tinara,14K Yellow Gold & Moissanite,"$1,201.00"
Ring Yui,14K Yellow Gold & Moissanite,$808.00
Ring Acki,14K Yellow Gold & Moissanite,$538.00
Ring Arroketer,14K Yellow Gold & Moissanite,$479.00
Ring Bebid,14K Yellow Gold & Moissanite,$976.00
Ring Bruges,14K Yellow Gold & Moissanite,$646.00
Ring Ebea,14K Yellow Gold & Moissanite,"$1,093.00"
Ring Gigion,14K Yellow Gold & Moissanite,$536.00
Ring Gundsme,14K Yellow Gold & Moissanite,$567.00
Ring Horri,14K Yellow Gold & Moissanite,"$1,528.00"
Ring Junhuno,14K Yellow Gold & Moissanite,$971.00
Ring Larissa,14K Yellow Gold & Moissanite,$592.00
Ring Letoga,14K Yellow Gold & Moissanite,"$2,435.00"
Ring Lyra,14K Yellow Gold & Moissanite,"$1,703.00"
Ring Lysivs,14K Yellow Gold & Moissanite,$602.00
Ring Marylyn,14K Yellow Gold & Moissanite,"$1,172.00"
Ring Minuller,14K Yellow Gold & Moissanite,$442.00
Ring Negyrwse,14K Yellow Gold & Moissanite,"$1,146.00"
Ring Nevizade,14K Yellow Gold & Moissanite,$838.00
Ring Nolfas,14K Yellow Gold & Moissanite,$965.00
Ring Orasse,14K Yellow Gold & Moissanite,$588.00
Ring Ouste,14K Yellow Gold & Moissanite,$501.00
Ring Ouzzies,14K Yellow Gold & Moissanite,"$1,142.00"
Ring Pagonas,14K Yellow Gold & Moissanite,$625.00
Ring Paslop,14K Yellow Gold & Moissanite,$598.00
Ring Pitylera,14K Yellow Gold & Moissanite,$584.00
Ring Redleg,14K Yellow Gold & Moissanite,"$1,066.00"
Ring Roin,14K Yellow Gold & Moissanite,$906.00
Ring Shawnna,14K Yellow Gold & Moissanite,$569.00
Ring Sheria,14K Yellow Gold & Moissanite,$710.00
Ring Soletos,14K Yellow Gold & Moissanite,$767.00
Ring Sometied,14K Yellow Gold & Moissanite,$863.00
Ring Sorrow,14K Yellow Gold & Moissanite,$713.00
Ring Suazze,14K Yellow Gold & Moissanite,$649.00
Ring Vaetild,14K Yellow Gold & Moissanite,$799.00
Ring Vanchr,14K Yellow Gold & Moissanite,$554.00
Ring Waxiga,14K Yellow Gold & Moissanite,$454.00
Ring Acqiers,14K Yellow Gold & Moissanite,$997.00
Ring Crecyden,14K Yellow Gold & Moissanite,$631.00
Ring Fucton,14K Yellow Gold & Moissanite,"$1,597.00"
Ring Lavials,14K Yellow Gold & Moissanite,$883.00
Ring Rehili,14K Yellow Gold & Moissanite,$683.00
Ring Remys,14K Yellow Gold & Moissanite,$600.00
Ring Soult,14K Yellow Gold & Moissanite,$492.00
Ring Tecotta,14K Yellow Gold & Moissanite,$504.00
Ring Etondr,14K Yellow Gold & Moissanite,"$1,787.00"
Ring Lythmea,14K Yellow Gold & Moissanite,"$1,408.00"
Ring Unbowled,14K Yellow Gold & Moissanite,$538.00
Ring Untarea,14K Yellow Gold & Moissanite,$629.00
Ring Radjanie,14K Yellow Gold & Moissanite,"$1,336.00"
Ring Ressan,14K Yellow Gold & Moissanite,$745.00
Ring Lyhti,14K Yellow Gold & Moissanite,"$1,239.00"
Ring Named,14K Yellow Gold & White Pearl,$575.00
Ring Umaren,14K Yellow Gold & Moissanite,$560.00
Ring Diss,14K Yellow Gold & Moissanite,"$1,234.00"
Ring Eigil,14K Yellow Gold & Moissanite,"$1,221.00"
Ring Gokt,14K Yellow Gold & Moissanite,$893.00
Ring Sremska,14K White Gold & Lab Grown Diamond,"$1,430.00"
Ring Subotica,14K White Gold & Lab Grown Diamond,$601.00
Ring Ercolina,14K White Gold & Lab Grown Diamond,"$1,046.00"
Ring Kanyatta Ø6 mm,14K Rose Gold & Diamond & White Pearl,"$1,334.00"
Ring Alvetta,14K Yellow Gold & Amethyst,$949.00
Ring Amanlia,14K White Gold & Ruby,"$1,383.00"
Ring Gwendoly,14K White Gold & Amethyst & Swarovski Crystal,$820.00
Ring Galadriel,14K Yellow Gold & Rose Quartz & Swarovski Crystal,$813.00
Ring Hollie,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$1,179.00"
Ring Angailla,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$1,251.00"
Ring Kristana,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$1,216.00"
Ring Redamancy,14K Yellow Gold & Diamond,"$1,117.00"
Ring Nixie Ø10 mm,14K White Gold & Diamond & White Pearl,"$1,178.00"
Ring Shell Ø4 mm,14K White Gold & Diamond & Rose Pearl,$701.00
Ring Carradina,14K Rose Gold & Ruby & Diamond,"$1,324.00"
Ring Kaliska Ø6 mm,14K Yellow Gold & Diamond & Rose Pearl,$947.00
Ring Kaylanis Ø8 mm,14K White Gold & Lab Grown Diamond & Rose Pearl,"$1,025.00"
Ring Nelsania,14K Yellow Gold & Blue Topaz & Swarovski Crystal,$837.00
Ring Cecania,14K Rose Gold & Ruby (Lab Created) & Swarovski Crystal,"$1,155.00"
Ring Soria,14K Yellow Gold & Diamond,"$10,854.00"
Ring Ledaira Ø6 mm,14K Rose Gold & Pink Sapphire & Diamond & Rose Pearl,"$2,125.00"
Ring Belindra,14K White Gold & Peridot & Swarovski Crystal,"$2,104.00"
Ring Emaleen,14K White & Yellow Gold  & Emerald (Lab Created) & Swarovski Crystal,"$2,387.00"
Ring Diviana,14K White Gold & Smoky Topaz & Swarovski Crystal,"$1,236.00"
Ring Aunika,14K White Gold & Aquamarine (Lab Created) & Swarovski Crystal,"$1,166.00"
Ring Francesca,14K Yellow Gold & Smoky Topaz & Swarovski Crystal,"$1,040.00"
Ring Gabrille,14K White Gold & Green Amethyst (Lab Created) & Swarovski Crystal,$689.00
Ring Gerlinde,14K White Gold & Amethyst & Swarovski Crystal,"$1,178.00"
Ring Giardena,14K White Gold & Citrine & Swarovski Crystal,$746.00
Ring Miajalie,14K Yellow Gold & Blue Topaz & Swarovski Crystal,"$1,951.00"
Ring Moncerath,14K White Gold & Citrine & Swarovski Crystal,$934.00
Ring Ackelia,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$1,323.00"
Ring Alewina,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$4,967.00"
Ring Issos,14K Yellow Gold & Lab Grown Diamond,"$1,084.00"
Ring Mujijat,14K Yellow Gold & Lab Grown Diamond,"$1,168.00"
Ring Nixie Ø8 mm,14K Rose Gold & Diamond & Rose Pearl,"$1,050.00"
Ring Oyster Ø8 mm,14K Rose Gold & Pink Tourmaline & Rose Pearl,"$1,111.00"
Ring Phyllis,14K White Gold & Lab Grown Diamond,"$1,355.00"
Ring Estefonia,14K Yellow Gold & Rose Quartz & Swarovski Crystal,"$1,602.00"
Ring Alaznia,14K White Gold & Rhodolite Garnet & Swarovski Crystal,"$1,213.00"
Ring Sampass,14K Yellow Gold & Moissanite,$509.00
Ring Lorangelis Ø4 mm,14K Yellow & White Gold & Lab Grown Diamond & Rose Pearl,"$1,026.00"
Ring Olliana,14K White Gold & Moissanite,"$1,467.00"
Ring Eminta,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$1,323.00"
GlamiraRing Nepdalis,14K White Gold & Aquamarine (Lab Created),"$1,050.00"
Ring Gaybriel,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$1,240.00"
Ring Genvieve,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,"$1,484.00"
Ring Florite,14K White Gold & Rhodolite Garnet & Swarovski Crystal,"$1,396.00"
Ring Amajia,14K White Gold & Sapphire (Lab Created) & Swarovski Crystal,"$1,439.00"
Ring Grasse,14K Yellow Gold & Diamond,"$1,422.00"
Ring Flavia,14K Yellow Gold & Diamond,"$1,412.00"
Ring Lisenia Ø8 mm,14K White Gold & Lab Grown Diamond & White Pearl,$970.00
Ring Natuna,14K White & Rose Gold & Lab Grown Diamond,$837.00
Ring Ahmonie,14K Rose & White Gold & Garnet & White Sapphire,"$1,370.00"
Ring Giachetta,14K Rose Gold & Diamond,"$4,071.00"
Ring Danaline,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$2,064.00"
Ring Halyna,14K White Gold & Blue Topaz & Swarovski Crystal,$784.00
Ring Emblyn,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$1,812.00"
Ring Etheldreda,14K White Gold & Peridot & Swarovski Crystal,$899.00
Ring Hertha,14K White Gold & Amethyst & Swarovski Crystal,"$1,240.00"
Ring Geraldina,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$1,024.00"
Ring Giliya,14K White Gold & Smoky Topaz & Swarovski Crystal,"$1,055.00"
Ring Alzenia,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$1,612.00"
Ring Florens,14K Rose Gold & Rose Quartz & Swarovski Crystal,"$1,008.00"
Ring Deselle,14K White Gold & Green Amethyst (Lab Created) & Swarovski Crystal,$710.00
Ring Harolde,14K White Gold & Lemon Topaz & Swarovski Crystal,"$1,320.00"
Ring Strongstar,14K White Gold & Diamond,$842.00
Ring Levenia,14K White Gold & Diamond & Rose Pearl,"$1,320.00"
Ring Luxelina Ø4 mm,14K Rose Gold & Sapphire & Rose Pearl,"$1,529.00"
Ring Sherlita,14K White Gold & Amethyst & Diamond,"$2,834.00"
Ring Siomara,14K White Gold & Lab Grown Diamond,$856.00
Ring Balena,14K White Gold & Lab Grown Diamond,"$1,459.00"
Ring Leonna Ø6 mm,14K White Gold & Rose Pearl,$889.00
Ring Alaricia,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,"$1,467.00"
Ring Kahlia,14K White Gold & Peridot & Swarovski Crystal,"$1,160.00"
Ring Caltha,14K White Gold & Green Amethyst (Lab Created) & Swarovski Crystal,"$1,010.00"
Ring Fortney,14K White Gold & Rhodolite Garnet & Swarovski Crystal,$717.00
Ring Arnessa,14K White Gold & Rhodolite Garnet & Swarovski Crystal & Diamond,"$1,674.00"
Ring Hansina,14K White Gold & Blue Topaz & Swarovski Crystal,"$1,361.00"
Ring Garlande,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,$889.00
Ring Clau,14K White Gold & Peridot & Swarovski Crystal,$938.00
Ring Haniah,14K White Gold & Green Amethyst (Lab Created) & Swarovski Crystal,$918.00
Ring Iryna,14K White Gold & Lemon Topaz & Swarovski Crystal,$834.00
Ring Hedwig,14K White Gold & Garnet & Swarovski Crystal,"$1,214.00"
Ring Lenneris,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$2,505.00"
Ring Otilie,14K White Gold & Garnet & Swarovski Crystal,$842.00
Ring Narella,14K White Gold & Sapphire (Lab Created) & Swarovski Crystal,$986.00
Ring Krystalin,14K White Gold & Sapphire (Lab Created),"$1,072.00"
Ring Nixie Ø4 mm,14K Rose Gold & Diamond & Rose Pearl,"$1,501.00"
Ring Briny Ø10 mm,14K White Gold & Diamond & Black Pearl,$983.00
Ring Luxelina,14K White Gold & Yellow Sapphire & White Pearl,"$1,040.00"
Ring Pinnata,14K White Gold & Lab Grown Diamond,"$1,246.00"
Ring Fonisha,14K White Gold & Sapphire,"$1,311.00"
Ring Keyaria Ø6 mm,14K White Gold & Lab Grown Diamond & White Pearl,$881.00
Ring Estephonie,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,$858.00
Ring Florinda,14K White Gold & Blue Topaz & Swarovski Crystal,"$1,067.00"
Ring Gilana,14K White Gold & Citrine & Swarovski Crystal,$902.00
Ring Hildagarde,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$2,012.00"
Ring Haduwig,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$6,508.00"
Ring Fronnie,14K White Gold & Lab Grown Diamond,$844.00
Ring Sherill,14K White Gold & Lemon Topaz & Swarovski Crystal,"$1,027.00"
Ring Achanda,14K White Gold & Aquamarine (Lab Created) & Swarovski Crystal,"$1,127.00"
Ring Maydecn,14K White Gold & Citrine & Swarovski Crystal,"$1,495.00"
Ring Fredella,14K White Gold & Peridot & Swarovski Crystal,$705.00
Ring Graziella,14K White Gold & Peridot & Swarovski Crystal,"$1,148.00"
Ring Erpidia,14K Yellow Gold & Peridot & Swarovski Crystal,$937.00
Ring Questa Ø10 mm,14K White Gold & Diamond & Black Pearl,"$1,058.00"
Ring Lilwen Ø6 mm,14K White Gold & Lab Grown Diamond & Rose Pearl,$954.00
Ring Lionor Ø8 mm,14K White Gold & Lab Grown Diamond & Rose Pearl,"$1,433.00"
Ring Lorangelis Ø6 mm,14K White Gold & Lab Grown Diamond & Rose Pearl,"$1,039.00"
Ring Febris,14K White & Rose Gold & Lab Grown Diamond,"$1,125.00"
Ring Kaliska Ø8 mm,14K Yellow Gold & Diamond & White Pearl,$971.00
Ring Aldonza,14K White Gold & Lemon Topaz & Swarovski Crystal,$956.00
Ring Amaleta,14K White Gold & Ruby (Lab Created),"$3,301.00"
Ring Conettia,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,"$1,255.00"
Ring Enerant,14K White Gold & Amethyst & Swarovski Crystal,"$1,012.00"
Ring Eryca,14K White Gold & Smoky Topaz & Swarovski Crystal,"$1,323.00"
Ring Floralia,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$1,355.00"
Ring Asceline,14K White Gold & Blue Topaz & Swarovski Crystal,"$1,713.00"
Ring Asterina,14K White Gold & Sapphire (Lab Created) & Swarovski Crystal & Diamond,"$1,528.00"
Ring  Eraca,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$1,408.00"
Ring Florina,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$1,279.00"
Ring Jailunal,14K White Gold & Aquamarine (Lab Created) & Swarovski Crystal,"$1,010.00"
Ring Gardener,14K White Gold & Garnet & Swarovski Crystal,$675.00
Ring Franceline,14K White Gold & Sapphire (Lab Created) & Swarovski Crystal,$965.00
Ring Giancinda,14K White Gold & Rhodolite Garnet & Swarovski Crystal,$723.00
Ring Gianella,14K Yellow Gold & Ruby (Lab Created) & Black Onyx,"$1,568.00"
Ring Taeloris,14K White Gold & Emerald (Lab Created),"$4,336.00"
Ring Vitasta,14K White Gold & Rhodolite Garnet & Swarovski Crystal,"$1,041.00"
Ring Hippolyta,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$1,357.00"
Ring Gianetta,14K White Gold & Smoky Topaz & Swarovski Crystal,$720.00
Ring Meglena,14K White Gold & Amethyst & Swarovski Crystal,"$1,748.00"
Ring Mekisha,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$4,694.00"
Ring Moiselle,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$6,221.00"
Ring Mokenna,14K White Gold & Aquamarine (Lab Created) & Swarovski Crystal,"$1,613.00"
Ring Morticia,14K White Gold & Peridot & Swarovski Crystal,"$1,975.00"
Ring Morven,14K White Gold & Green Amethyst (Lab Created) & Swarovski Crystal,$815.00
Ring Prafulla,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$6,469.00"
Ring Alekona,14K White Gold & Amethyst & Swarovski Crystal,"$1,933.00"
Ring Fenellie,14K White Gold & Smoky Topaz,$759.00
Ring Floriana,14K White Gold & Peridot & Swarovski Crystal,"$1,712.00"
Ring Malene,14K White Gold & Blue Topaz & Swarovski Crystal,"$1,220.00"
Ring Alzuria,14K White Gold & Peridot & Swarovski Crystal,$869.00
Ring Cordalie,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,"$1,817.00"
Ring Froncena,14K White Gold & Blue Topaz & Swarovski Crystal,"$1,401.00"
Ring Kristera,14K White Gold & Citrine & Swarovski Crystal,"$1,339.00"
Ring Lolage,14K White Gold & Smoky Topaz & Swarovski Crystal,$934.00
Ring Maddalen,14K White Gold & Rose Quartz & Swarovski Crystal,$764.00
Ring Silione,14K White Gold & Lemon Topaz & Swarovski Crystal,$927.00
Ring Terelle,14K White Gold & Amethyst & Swarovski Crystal,"$1,049.00"
Ring Eyrica,14K White Gold & Garnet & Swarovski Crystal,$998.00
Ring Fauniella,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$2,261.00"
Ring Lakicia,14K White Gold & Smoky Topaz & Swarovski Crystal,$913.00
Ring Emmily,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$4,466.00"
Ring Emonualle,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$4,587.00"
Ring Erinne,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$4,510.00"
Ring Estela,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$2,567.00"
Ring Eufemiya,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$1,215.00"
Ring Filanna,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$4,953.00"
Ring Kyllie,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,$971.00
Ring Lakesha,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$3,362.00"
Ring Janelba,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$3,800.00"
Ring Eilona,14K White Gold & Diamond,"$3,750.00"
Ring Corinna,14K White Gold & Moissanite,"$1,015.00"
Ring Holli,14K White Gold & Lemon Quartz & White Sapphire,"$1,893.00"
Ring Deandrea,14K White Gold & Moissanite,"$1,229.00"
Ring Debbi,14K White Gold & Moissanite,"$1,329.00"
Ring Dorene,14K White Gold & Moissanite,"$1,700.00"
Ring Gennie,14K White Gold & Moissanite,"$1,943.00"
Ring Tai,14K White Gold & Moissanite,"$1,293.00"
Ring Tambra,14K White Gold & Moissanite,"$1,557.00"
Ring Delphia,14K White & Yellow Gold with Black Rhodium & Moissanite,$730.00
Ring Maegan,14K White Gold & Moissanite,"$1,084.00"
Ring Nan,14K White Gold & Moissanite,$793.00
Ring Natividad,14K White Gold & Moissanite,$946.00
Ring Oralee,14K White Gold & Moissanite,"$1,648.00"
Ring Arushi,14K White Gold & Moissanite,$936.00
Ring Ageratum,14K White Gold & Moissanite,"$1,033.00"
Ring Arrow,14K White Gold & Moissanite,"$1,018.00"
Ring Bleak,14K White Gold & Moissanite,$742.00
Ring Cyclone,14K White Gold & Moissanite,$897.00
Ring Dianthus,14K White Gold & Moissanite,$825.00
Ring Lenama,14K White Gold & Moissanite,"$1,349.00"
Ring Zoran,14K White Gold & Moissanite,"$1,789.00"
Ring Anatole,14K Rose Gold & Moissanite,"$1,197.00"
Ring Droppes,14K White Gold & Yellow Sapphire,$548.00
Ring Levy,14K White Gold & Amethyst,$780.00
Ring Sylvie,14K White Gold & Moissanite,$893.00
Ring Afsoon,14K Rose Gold & Moissanite,$809.00
Ring Batel,14K White Gold & Amethyst,"$2,505.00"
Ring Lencho,14K White Gold & Moissanite,$868.00
Ring Patella,14K Rose Gold & Rhodolite Garnet & White Sapphire,"$5,051.00"
Ring Sachi,14K Yellow Gold & Emerald & Moissanite,"$2,663.00"
