Product Name,Short Description,Price
Women's Pendant Hillaby,14K Red Gold with Black Rhodium & Brown Diamond,$560.00
Women's Necklace Jongsong,14K Red Gold with Black Rhodium & Black Diamond,$671.00
Women's Pendant Mafadi,14K Red Gold with Black Rhodium & Brown Diamond,$633.00
Women's Necklace Saur,14K Red Gold with Black Rhodium & Black Diamond,$666.00
Women's Necklace Sigatoka,14K Yellow Gold & Lab Grown Diamond & White Pearl,$746.00
Women's Necklace Strategist,14K Yellow Gold & Lab Grown Diamond & White Pearl,$659.00
Women's Necklace Sukuta,14K Yellow Gold & Lab Grown Diamond,"$2,319.00"
Women's Necklace Tellaro,14K Yellow Gold & Lab Grown Diamond,$362.00
Women's Necklace Themistokle,14K Yellow Gold with Black Rhodium & Black Diamond,$811.00
Women's Pendant Thibaud,14K Yellow Gold & Lab Grown Diamond,$763.00
Women's Necklace Agathemerus,14K Yellow Gold with Black Rhodium & Black Diamond,$494.00
Women's Pendant Antillo,14K White Gold & Lab Grown Diamond,$733.00
Women's Necklace Brufut,14K Yellow Gold & Lab Grown Diamond,"$1,614.00"
Women's Necklace Caltanisetta,14K Yellow Gold & Lab Grown Diamond,"$1,328.00"
Women's Necklace Casulo,14K Red Gold with Black Rhodium & Lab Grown Diamond,$885.00
Women's Necklace Cocon,14K Red Gold with Black Rhodium & Brown Diamond & White Sapphire,$762.00
Women's Pendant Confirm,14K Yellow Gold & Lab Grown Diamond,$714.00
Women's Necklace Considerably,14K Yellow Gold & Lab Grown Diamond,"$1,705.00"
Women's Necklace Constancy,14K Yellow Gold & Lab Grown Diamond,$740.00
Women's Necklace Cottage,14K Yellow Gold & Lab Grown Diamond,"$1,117.00"
Women's Pendant Coupling,14K Yellow Gold & Lab Grown Diamond,$565.00
Women's Necklace Differentiate,14K Yellow Gold & Lab Grown Diamond,$634.00
Women's Necklace Disposedd,14K Yellow Gold & Lab Grown Diamond,$754.00
Women's Necklace Edom,14K Red Gold with Black Rhodium & Brown Diamond & White Sapphire & White Pearl,"$1,483.00"
Women's Necklace Eliminate,14K Rose Gold & Lab Grown Diamond,$657.00
Women's Necklace Emphatically,14K Yellow Gold & Lab Grown Diamond,$761.00
Women's Necklace Inconstancy,14K Yellow Gold & Lab Grown Diamond,$857.00
Women's Necklace Lyneth,14K Red Gold with Black Rhodium & Lab Grown Diamond,$835.00
Women's Necklace Mistretta,14K Yellow Gold & Lab Grown Diamond,$750.00
Women's Pendant Modification,14K Yellow Gold & Lab Grown Diamond,$820.00
Women's Necklace Modify,14K White & Yellow Gold  & Lab Grown Diamond,"$1,166.00"
Women's Necklace Plaine,14K Yellow Gold & Lab Grown Diamond,$536.00
Women's Necklace Roufoussa,14K Yellow Gold with Black Rhodium & Lab Grown Diamond,$679.00
Women's Necklace Skyang,14K Red Gold with Black Rhodium & Black Diamond,$827.00
Women's Necklace Splendor,14K Red Gold with Black Rhodium & Lab Grown Diamond,$501.00
Women's Necklace Tavanbogd,14K Red Gold with Black Rhodium & Brown Diamond & Black Diamond,"$1,028.00"
Women's Necklace Unrestricted,14K Yellow Gold & Lab Grown Diamond,$980.00
Women's Necklace Agathodaemon,14K Yellow Gold with Black Rhodium & Brown Diamond & Black Diamond,$583.00
Women's Necklace Almeirim,14k Yellow/Rose/White Gold with Black Rhodium & Lab Grown Diamond,"$1,653.00"
Women's Pendant Alyaed,14K Red Gold with Black Rhodium & Brown Diamond & White Sapphire,$777.00
Women's Necklace Barreiro,14k Yellow/Rose/White Gold with Black Rhodium & Brown Diamond & Black Diamond & White Sapphire,"$1,178.00"
Women's Necklace Capizzi,14K White Gold & Lab Grown Diamond,$871.00
Women's Necklace Caronia,14K White Gold & Lab Grown Diamond & White Pearl,$609.00
Women's Necklace Chrysolora,14K Yellow Gold with Black Rhodium & Black Diamond,$648.00
Women's Necklace Flanagan,14K Red Gold with Black Rhodium & Lab Grown Diamond,$928.00
Women's Necklace Ginessa,14K Red Gold with Black Rhodium & Brown Diamond & White Sapphire,$519.00
Women's Necklace Iosetnalona,14K Yellow Gold with Black Rhodium & Black Diamond,$578.00
Women's Necklace Librizzi,14k Yellow/Rose/White Gold & Lab Grown Diamond,$682.00
Women's Necklace Louizis,14K Yellow Gold with Black Rhodium & Black Diamond,$668.00
Women's Necklace Mongiuffi,14K Yellow Gold & Lab Grown Diamond,"$2,123.00"
Women's Necklace Piraino,14K Yellow Gold & Lab Grown Diamond,$828.00
Women's Pendant Polygonox,14K Yellow Gold with Black Rhodium & Brown Diamond & Black Diamond,$538.00
Women's Necklace Taygetoun,14K Yellow Gold with Black Rhodium & Black Diamond,"$1,883.00"
Women's Necklace Stromnisis,14K Yellow Gold & Black Diamond,"$1,097.00"
Women's Necklace Stravalari,14K Yellow Gold with Black Rhodium & Black Diamond,$870.00
Women's Pendant Thymarakia,14K Yellow Gold with Black Rhodium & Brown Diamond & Black Diamond,$981.00
Women's Necklace Tirrena,14K White Gold & Lab Grown Diamond,"$1,117.00"
Women's Necklace Torregrotta,14K Yellow & White & Rose Gold & Moissanite,$865.00
Women's Pendant Toucari,14K Yellow Gold & Lab Grown Diamond,$453.00
Women's Necklace Tripodoplaka,14K Yellow Gold with Black Rhodium & Black Diamond,$813.00
Women's Necklace Veranzerou,14K Yellow Gold with Black Rhodium & Black Diamond,"$1,596.00"
Women's Necklace Voukouresti,14K Yellow Gold with Black Rhodium & Brown Diamond & Black Diamond,$894.00
Women's Necklace Advocacy,14K Yellow Gold & Lab Grown Diamond,$407.00
Women's Necklace Alkminis,14K Yellow Gold & Brown Diamond,$651.00
Women's Necklace Bakau,14K Yellow Gold & Lab Grown Diamond,"$1,570.00"
Women's Pendant Centaine,14K Red Gold with Black Rhodium & Lab Grown Diamond,$558.00
Women's Necklace Constantly,14K Yellow Gold & Lab Grown Diamond,$798.00
Women's Necklace Ensure,14K Yellow Gold & Lab Grown Diamond,$573.00
Paperclip Necklace Excluding,14K Yellow Gold with Black Rhodium & Black Diamond,"$2,781.00"
Women's Necklace Farafenni,14K Yellow Gold & Lab Grown Diamond,$759.00
Women's Necklace Gretaoto,14K Red Gold with Black Rhodium & Lab Grown Diamond,$824.00
Women's Necklace Katalonya,14k Rose/White/Yellow Gold with Black Rhodium & Brown Diamond & White Sapphire,"$2,523.00"
Women's Necklace Mahaut,14K Yellow Gold & Lab Grown Diamond,$630.00
Women's Necklace Marigot,14K Yellow Gold & Lab Grown Diamond,$705.00
Women's Necklace Metamorfosi,14K Red Gold with Black Rhodium & Lab Grown Diamond,$950.00
Women's Necklace Metana,14K Red Gold with Black Rhodium & Black Diamond,"$1,161.00"
Women's Pendant Miltiadis,14K Red Gold with Black Rhodium & Brown Diamond & Black Diamond,"$1,397.00"
Women's Necklace Motyl,14K Rose Gold & Brown Diamond & White Sapphire,"$2,446.00"
Women's Necklace Nekropol,14K Red Gold with Black Rhodium & Black Diamond & Black Pearl,$914.00
Women's Pendant Olja,14K Red Gold with Black Rhodium & Lab Grown Diamond,$531.00
Women's Necklace Pelion,14K Yellow Gold with Black Rhodium & Brown Diamond & Black Diamond,"$1,316.00"
Women's Necklace Penteli,14k White/Yellow/Rose Gold with Black Rhodium & Black Diamond,"$1,249.00"
Women's Necklace Rudyard,14K Red Gold with Black Rhodium & Lab Grown Diamond,$655.00
Women's Necklace Strategic,14K Rose Gold & Lab Grown Diamond,$561.00
Women's Pendant Pollex,14K Yellow Gold & Moissanite,$497.00
Women's Pendant Primordial,14K Yellow Gold & Moissanite,$490.00
Women's Pendant Poplins,14K Yellow Gold & Moissanite,$480.00
Women's Pendant Prestesse,14K Yellow Gold & Swarovski Crystal,$425.00
Women's Pendant Tarqusaj,14K Yellow Gold & Moissanite,$342.00
Women's Pendant Amrona,14K Yellow Gold & Moissanite,$486.00
Women's Necklace Anmunn,14K Yellow Gold & Moissanite,"$1,039.00"
Women's Pendant Anwe,14K Yellow Gold & Moissanite,$884.00
Women's Pendant Arquene,14K Yellow Gold & Moissanite,"$2,390.00"
Women's Pendant Arzuw,14K Yellow Gold & Moissanite,$680.00
Women's Pendant Asperkan,14K White Gold & Swarovski Crystal,$540.00
Women's Pendant Baklanox,14K Yellow Gold & Moissanite,$543.00
Women's Pendant Baraques,14K Yellow Gold & Moissanite,$753.00
Women's Pendant Bowop,14K Yellow Gold & Moissanite,"$1,397.00"
Women's Pendant Daridg,14K Yellow Gold & Moissanite,$520.00
Women's Necklace Parlay,14K Yellow Gold & Moissanite,"$1,602.00"
Women's Pendant Periodique,14K Yellow Gold & Moissanite,$403.00
Women's Pendant Placidu,14K Yellow Gold & Moissanite,$524.00
Women's Pendant Plical,14K Yellow Gold & Moissanite,$600.00
Women's Necklace Plushew,14K Yellow Gold & Moissanite,$663.00
Women's Pendant Poemed,14K Yellow Gold & Moissanite,$449.00
Women's Necklace Polit,14K Yellow Gold & Moissanite,$481.00
Women's Pendant Polluxe,14K Yellow Gold & Moissanite,$432.00
Women's Pendant Pompell,14K Yellow Gold & Moissanite,$922.00
Women's Pendant Pound,14K Yellow Gold & Swarovski Crystal,$476.00
Women's Necklace Poupon,14K Yellow Gold & Moissanite,$591.00
Women's Pendant Pourpre,14K Yellow Gold & Moissanite,$474.00
Women's Pendant Powell,14K Yellow Gold & Moissanite,$347.00
Women's Pendant Praia,14K Yellow Gold & Swarovski Crystal,$722.00
Women's Pendant Prase,14K Yellow Gold & Moissanite,$801.00
Women's Pendant Prateado,14K Yellow Gold & Swarovski Crystal,$593.00
Women's Pendant Prateies,14K Yellow Gold & Moissanite,$575.00
Women's Pendant Prehistoric,14K Yellow Gold & Moissanite,$718.00
Women's Pendant Preuve,14K Yellow Gold & Moissanite,$537.00
Women's Pendant Prewire,14K Yellow Gold & Moissanite,$747.00
Women's Pendant Priam,14K Yellow Gold & Moissanite,$463.00
Women's Pendant Prieta,14K Yellow Gold & Moissanite,$685.00
Women's Pendant Probeys,14K Yellow Gold & Moissanite,$656.00
Women's Pendant Produire,14K Yellow Gold & Moissanite,$440.00
Women's Pendant Projectile,14K Yellow Gold & Moissanite,"$1,114.00"
Women's Necklace Prong,14K White Gold & Moissanite,$585.00
Women's Pendant Pronos,14K Yellow Gold & Moissanite,$527.00
Women's Pendant Prue,14K Yellow Gold & Moissanite,$758.00
Women's Pendant Psid,14K Yellow Gold & Moissanite,$670.00
Women's Necklace Puri,14K Yellow Gold & Moissanite,$643.00
Women's Pendant Purims,14K Yellow Gold & Moissanite,$545.00
Women's Pendant Simpan,14K Yellow Gold & Moissanite,$473.00
Women's Pendant Swum,14K Yellow Gold & Moissanite,$594.00
Women's Necklace Sybele,14K Yellow Gold & Moissanite,$468.00
Women's Necklace Taisiya,14K Yellow Gold & Moissanite,$527.00
Women's Necklace Zorveg,14K Yellow Gold & Moissanite,"$1,105.00"
Women's Pendant Cerfelaphe,14K White Gold & Moissanite,$599.00
Women's Pendant Chamelle,14K White Gold & Moissanite,$662.00
Women's Pendant Plongeon,14K Yellow Gold & Moissanite,"$1,034.00"
Women's Pendant Podes,14K Yellow Gold & Moissanite,$439.00
Women's Pendant Politely,14K Yellow Gold & Moissanite,$495.00
Women's Pendant Porky,14K Yellow Gold & Moissanite,$515.00
Women's Pendant Posses,14K Yellow Gold & Moissanite,"$1,102.00"
Women's Pendant Pourquoi,14K Yellow Gold & Moissanite,$410.00
Women's Pendant Privier,14K Yellow Gold & Moissanite,$524.00
Women's Pendant Proche,14K Yellow Gold & Moissanite,$605.00
Women's Pendant Prues,14K Yellow Gold & Moissanite,$771.00
Women's Pendant Suff,14K Yellow Gold & Moissanite,"$1,263.00"
Women's Pendant Zetar,14K Yellow Gold & Moissanite,$512.00
Women's Pendant Ziceryon,14K Yellow Gold & Moissanite,$579.00
Women's Pendant Zing,14K Yellow Gold & Moissanite,$637.00
Women's Pendant Zizith,14K Yellow Gold & Moissanite,$493.00
Women's Pendant Producteur,14K Yellow Gold & Moissanite,$512.00
Women's Necklace Ptotic,14K White Gold & Moissanite,$654.00
Women's Necklace Podsen,14K Yellow Gold & Moissanite & Black Pearl,$463.00
Women's Pendant Antico,14K Yellow Gold & Moissanite,$492.00
Women's Necklace Pous,14K Yellow Gold & Moissanite,$366.00
Women's Necklace Junkyu,14K Yellow Gold & Moissanite,$715.00
Pendant Ailanna,14K White Gold & Aquamarine (Lab Created) & Swarovski Crystal,$720.00
Pendant Aleycha,14K White Gold & Amethyst & Swarovski Crystal,$621.00
Pendant Felina,14K Rose Gold & Amethyst & Swarovski Crystal,$557.00
Pendant Iskra,14K White Gold & Rose Quartz & Swarovski Crystal,$530.00
Pendant Massiel,14K White Gold & Moissanite,$833.00
Necklace Atanosio,14K White Gold & Diamond,"$1,144.00"
Pendant Savalan,14K White Gold & Yellow Diamond,$752.00
Pendant Gail,14K Yellow Gold & Diamond,"$1,561.00"
Pendant Morello Ø10 mm,14K Yellow Gold & White Pearl,$919.00
Pendant Rianna Ø10 mm,14K White Gold & Black Pearl,$791.00
Pendant Serenity Ø4 mm,14K White Gold & Amethyst & White Pearl,$504.00
Necklace Thymon,14K White & Rose Gold & Sapphire,$687.00
Pendant Tullia,14K White Gold & Black Sapphire,$802.00
Necklace Aivalyn,14K White Gold & Smoky Topaz & Swarovski Crystal,$738.00
Pendant Florence,14K White & Rose Gold & Ruby,$575.00
Pendant Kirthana Ø6 mm,14K White Gold & Lab Grown Diamond & White Pearl,$941.00
Necklace Ladonnia Ø6 mm,14K Rose Gold & Lab Grown Diamond & Rose Pearl,$541.00
Necklace Leartis Ø6 mm,14K White Gold & Lab Grown Diamond & White Pearl,$647.00
Necklace Alyrith,14K White Gold & Blue Topaz & Swarovski Crystal,$732.00
Pendant Alzina,14K White Gold & London Blue Topaz (Lab Created),"$1,061.00"
Pendant Amosa,14K White Gold & Amethyst & Swarovski Crystal,$671.00
Pendant Felicita,14K White Gold & Amethyst & Swarovski Crystal,$524.00
Pendant Loelia,14K White Gold & Amethyst & Swarovski Crystal,$752.00
Necklace Jeremy,14K White Gold & Amethyst,$647.00
Pendant Jordaliz,14K White Gold & Diamond,"$1,722.00"
Pendant Zuwena,14K White Gold & Diamond,"$1,305.00"
Pendant Panggih - A,14K White Gold & Sapphire & White Sapphire,$832.00
Pendant Verstand,14K White Gold with Black Rhodium & Lab Grown Diamond,$549.00
Pendant Veroni,14K Rose & White Gold & Black Diamond & Diamond,"$1,373.00"
Pendant Lanna,14K White Gold & Lab Grown Diamond,$622.00
Pendant Linnelle Ø6 mm,14K White Gold & Black Pearl,$413.00
Pendant Lurdetta,14K Rose Gold & Blue Topaz & Swarovski Crystal,$952.00
Pendant Naribella,14K White Gold & Rose Quartz & Swarovski Crystal,$690.00
Pendant Nubia E,14K Yellow Gold & Diamond,$656.00
Pendant Nubia V,14K Yellow Gold & Amethyst,$463.00
Pendant Miracle,14K White Gold & Black Diamond,$790.00
Necklace Emnandi,14K Yellow Gold & Lab Grown Diamond & White Pearl,$785.00
Necklace Sikwaridom,14K Yellow Gold & Lab Grown Diamond,$765.00
Pendant Nikita,14K Yellow Gold & Sapphire,$696.00
Pendant Agalia,14K White Gold & Rhodolite Garnet & Swarovski Crystal,"$1,398.00"
Pendant Dewania,14K White Gold & Amethyst & Swarovski Crystal,$866.00
Pendant Dorena,14K White Gold & Amethyst & Swarovski Crystal,$674.00
Pendant Jaime,14K White Gold & Rose Quartz & Swarovski Crystal,$613.00
Pendant Tropic Ø8 mm,14K White Gold & Amethyst & White Pearl,$798.00
Pendant Nadeen,14K Yellow & White Gold & Diamond,"$1,051.00"
Pendant Keirya Ø4 mm,14K White Gold & White Pearl,$498.00
Pendant katiera Ø4 mm,14K White Gold & Lab Grown Diamond & White Pearl,$602.00
Pendant Alvette,14K White Gold & Rhodolite Garnet & Swarovski Crystal,$833.00
Pendant Attalie,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$2,320.00"
Pendant Labritney,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$1,335.00"
Necklace Deema,14K Rose Gold & Ruby & Diamond,"$1,209.00"
Pendant Kapresha Ø6 mm,14K Yellow Gold & Rose Pearl,$439.00
Necklace Kathelin Ø6 mm,14K Rose Gold & Lab Grown Diamond & Rose Pearl,$593.00
Pendant Kinyetta Ø8 mm,14K Rose Gold & Diamond & Rose Pearl,$755.00
Necklace Ladonnia Ø8 mm,14K White Gold & Lab Grown Diamond & White Pearl,"$1,017.00"
Pendant Linesha Ø8 mm,14K White Gold & Lab Grown Diamond & White Pearl,"$1,085.00"
Necklace Miesya,14K White Gold & Diamond,"$9,033.00"
Pendant Abriana,14K Yellow Gold & Blue Topaz & Swarovski Crystal,$768.00
Pendant Dorrien,14K Rose Gold & Amethyst & Swarovski Crystal,$830.00
Pendant Luchero,14K White Gold & Aquamarine (Lab Created),"$1,083.00"
Pendant Maryam,14K White Gold & Rose Quartz & Swarovski Crystal,$538.00
Pendant Ratish,14K White Gold & Aquamarine (Lab Created) & Swarovski Crystal,"$1,440.00"
Pendant Zoelie,14K White Gold & Aquamarine (Lab Created) & Swarovski Crystal,"$1,044.00"
Pendant Ankelien,14K Rose Gold & Diamond,$659.00
Pendant Oriela,14K White & Rose Gold & Lab Grown Diamond,"$1,630.00"
Pendant Mahalsia,14K Yellow & White Gold & Diamond,"$1,225.00"
Pendant Shana,14K White & Rose Gold & Lab Grown Diamond,$669.00
Pendant Ferdow,14K White & Yellow Gold  & Ruby,"$1,103.00"
Necklace Touca,14K White & Yellow Gold  & Diamond,"$1,123.00"
Pendant Adeyinka,14K White Gold & Lemon Topaz & Swarovski Crystal,$734.00
Pendant Laina,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$3,550.00"
Necklace Justina,14K Yellow Gold & Black Diamond,$684.00
Pendant Hashima,14K White & Rose Gold & Lab Grown Diamond,"$1,571.00"
Pendant Kimyetta Ø8 mm,14K White Gold & Lab Grown Diamond & White Pearl,"$1,044.00"
Pendant Kirthana Ø8 mm,14K White Gold & Lab Grown Diamond & White Pearl,$961.00
Necklace Leartis Ø8 mm,14K White Gold & Diamond & Black Pearl,$801.00
Necklace Mriganka,14K White Gold & Moissanite,"$1,124.00"
Pendant Adasyn,14K White Gold & Peridot & Swarovski Crystal,$720.00
Pendant Ahnica,14K White Gold & Blue Topaz & Swarovski Crystal,$651.00
Pendant Albreda,14K White Gold & Amethyst & Swarovski Crystal,$984.00
Pendant Doane,14K White Gold & Amethyst & Swarovski Crystal,$840.00
Pendant Dore,14K White Gold & Amethyst & Swarovski Crystal,$723.00
Pendant Female,14K White Gold & Amethyst & Swarovski Crystal,$545.00
Pendant Feodoriya,14K Rose Gold & Ruby (Lab Created) & Swarovski Crystal,"$1,124.00"
Pendant Nelly,14K White Gold & Rose Quartz & Swarovski Crystal,$601.00
Pendant Ewandis,14K White Gold & Moissanite,$719.00
Pendant Agnes,14K Yellow Gold & Ruby & Diamond,$864.00
Pendant Dairine,14K Yellow Gold & Diamond,$665.00
Pendant Adelvice Ø6 mm,14K White Gold & Lab Grown Diamond & White Pearl,$634.00
Pendant Arlana,14K White Gold & Ruby (Lab Created) & Swarovski Crystal,"$3,272.00"
Pendant Anitelu,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,$989.00
Pendant Elischa,14K White Gold & Amethyst & Swarovski Crystal,$768.00
Pendant Ellery,14K Yellow Gold & Rhodolite Garnet & Swarovski Crystal,$644.00
Necklace Locene,14K White Gold & Sapphire & Diamond,$732.00
Pendant Foeke,14K White Gold & Lab Grown Diamond,$768.00
Pendant Lacretia,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,$719.00
Pendant Moira,14K White Gold & Rose Quartz & Swarovski Crystal,$533.00
Pendant Soraya,14K White & Rose Gold & Black Diamond & Diamond,"$1,188.00"
Pendant Maki,14K Rose & White Gold & Lab Grown Diamond,$994.00
Pendant Katrinka Ø8 mm,14K White Gold & Lab Grown Diamond & White Pearl,$949.00
Pendant Kawanis Ø6 mm,14K White Gold & Lab Grown Diamond & White Pearl,$830.00
Pendant Kawanis Ø8 mm,14K White Gold & Lab Grown Diamond & White Pearl,$862.00
Pendant Kimyetta Ø6 mm,14K White Gold & Lab Grown Diamond & White Pearl,"$1,023.00"
Pendant Laronica Ø6 mm,14K White Gold & Lab Grown Diamond & White Pearl,$836.00
Pendant Laronica Ø8 mm,14K White Gold & Lab Grown Diamond & White Pearl,$842.00
Necklace Lamater Ø6 mm,14K White Gold & Lab Grown Diamond & White Pearl,$732.00
Pendant Adesha,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,$835.00
Pendant Ajorian,14K White Gold & Rose Quartz & Swarovski Crystal,$679.00
Pendant Akerra,14K White Gold & Garnet & Swarovski Crystal,"$1,064.00"
Pendant Alimerie,14K White Gold & Amethyst & Swarovski Crystal,"$1,055.00"
Pendant Amairin,14K White Gold & Amethyst & Swarovski Crystal,"$1,229.00"
Pendant Amalka,14K White Gold & Citrine & Swarovski Crystal,$607.00
Pendant Anthira,14K White Gold & Amethyst & Swarovski Crystal,$870.00
Pendant Arsania,14K White Gold & Amethyst & Swarovski Crystal,"$1,242.00"
Pendant Ashmika,14K White Gold & Amethyst & Swarovski Crystal,"$1,140.00"
Pendant Chatura,14K White Gold & Amethyst & Swarovski Crystal,"$1,124.00"
Pendant Eshana,14K White Gold & Amethyst & Swarovski Crystal,$743.00
Pendant Evaliya,14K White Gold & Amethyst & Swarovski Crystal,$790.00
Pendant Fanney,14K White Gold & Amethyst & Swarovski Crystal,$718.00
Pendant Flerina,14K White Gold & Rhodolite Garnet & Swarovski Crystal,$850.00
Pendant Gavenia,14K White Gold & Rhodolite Garnet & Swarovski Crystal & Swarovsky Crystal,$523.00
Necklace Geonna,14K White Gold & Rhodolite Garnet & Swarovski Crystal,$812.00
Pendant Kostatina,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$1,268.00"
Necklace Kristell,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$1,382.00"
Pendant Grazina,14K White Gold & Rhodolite Garnet & Swarovski Crystal,$720.00
Pendant Krystina,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$1,332.00"
Pendant Kyel,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$1,396.00"
Pendant Kilantha,14K White Gold & Rhodolite Garnet & Swarovski Crystal & Swarovsky Crystal,$708.00
Pendant Lacara,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,$849.00
Pendant Ladi,14K White Gold & Emerald (Lab Created),"$3,621.00"
Pendant Laketia,14K White Gold & Emerald (Lab Created),"$3,801.00"
Pendant Lalage,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$4,592.00"
Pendant Lonie,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$2,333.00"
Pendant Jeffie,14K White Gold & Emerald (Lab Created) & Swarovski Crystal,"$1,330.00"
Pendant Dagda,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,$565.00
Pendant Damilare,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,$521.00
Pendant Frigg,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,$834.00
Pendant Jahlania,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,$847.00
Pendant Jonila,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,$606.00
Pendant Brishia,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,"$1,499.00"
Pendant Darlina,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,$693.00
Pendant Kiauna,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,$737.00
Pendant Livinia,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,"$1,606.00"
Pendant Lusita,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,"$1,572.00"
Pendant Makilde,14K White Gold & London Blue Topaz (Lab Created) & Swarovski Crystal,$855.00
Pendant Asmaa,14K White Gold & Rose Quartz & Swarovski Crystal,$749.00
Pendant Marguita,14K White Gold & Rose Quartz & Swarovski Crystal,$674.00
Pendant Mirja,14K White Gold & Rose Quartz,$636.00
Pendant Nabby,14K White Gold & Rose Quartz & Swarovski Crystal,$621.00
Necklace Marussia,14K White Gold & Aquamarine (Lab Created) & Swarovski Crystal,$794.00
Pendant Meade,14K White Gold & Aquamarine (Lab Created) & Swarovski Crystal,"$1,188.00"
Pendant Maidel,14K White Gold & Aquamarine (Lab Created) & Swarovski Crystal,$764.00
Pendant Rigmora,14K White Gold & Aquamarine (Lab Created) & Swarovski Crystal,$757.00
Pendant Rivalen,14K White Gold & Aquamarine (Lab Created) & Swarovski Crystal,$844.00
Pendant Robinetta,14K White Gold & Aquamarine (Lab Created) & Swarovski Crystal,$711.00
Pendant Zudora,14K White Gold & Aquamarine (Lab Created) & Swarovski Crystal,$868.00
Pendant Virdisa,14K White Gold & Aquamarine (Lab Created) & Swarovski Crystal,"$1,106.00"
Pendant Volupia,14K White Gold & Aquamarine (Lab Created) & Swarovski Crystal,$735.00
Pendant Franyelis,14K White Gold & Moissanite,$722.00
Necklace Monsita,14K White Gold & Moissanite,$903.00
Pendant Adelio,14K White Gold & Diamond,"$1,193.00"
Pendant Madyson,14K White Gold & Diamond,"$1,973.00"
Pendant Jovana,14K White Gold & Diamond,"$1,908.00"
Pendant Lidija,14K White Gold & Diamond,"$31,555.00"
Pendant Alfrothul,14K Yellow Gold & Moissanite,"$1,437.00"
Pendant Delicia,14K Yellow Gold & Moissanite,$872.00
Necklace Herlighet,14K Yellow Gold & Moissanite,$609.00
Pendant Maiken,14K Yellow Gold & Moissanite,"$1,106.00"
Pendant Milia,14K White & Rose Gold & Moissanite,"$1,489.00"
Necklace Nellie,14K Yellow Gold & Moissanite,"$1,023.00"
Necklace Strahlend,14K Yellow Gold & Moissanite,$861.00
Pendant Tiago,14K Yellow Gold & Moissanite,"$1,202.00"
Pendant Alvin,14K White Gold & Moissanite,$720.00
Pendant Eleadora,14K White Gold & Moissanite,"$1,636.00"
Pendant Laila,14K White Gold & Moissanite,$995.00
Necklace Chelsey,14K White Gold & Moissanite,"$1,381.00"
Pendant Illa,14K White & Rose Gold & Moissanite,$988.00
Pendant Ceola,14K White Gold & Moissanite,"$1,382.00"
Pendant Julene,14K White Gold & Moissanite,$600.00
Pendant Luba B,14K White Gold & Moissanite,"$1,266.00"
Pendant Lavenia O,14K White Gold & Moissanite,$864.00
Pendant Lavenia P,14K White Gold & Moissanite,$848.00
Necklace Zora,14K White Gold & Swarovski Crystal,$643.00
Necklace Leontine,14K White Gold & Swarovski Crystal,$705.00
Necklace Lera,14K White Gold & Swarovski Crystal,$667.00
Necklace Mozelle,14K White Gold & Moissanite,$721.00
Necklace Tobie,14K White Gold & Swarovski Crystal,$670.00
Necklace Yung,14K White Gold & Swarovski Crystal,$667.00
Pendant Cristalia,14K Yellow Gold & Moissanite,"$1,594.00"
Pendant Feloniz,14K Yellow Gold & Lab Grown Diamond,"$2,107.00"
Pendant Garabina,14K Yellow Gold & Moissanite,"$1,356.00"
Pendant Salethia,14K Yellow Gold & Moissanite,"$1,847.00"
Pendant Averna,14K Yellow Gold & Moissanite,"$1,205.00"
Pendant Feodora,14K Yellow Gold & Moissanite,"$1,580.00"
Necklace Piedra,14K Yellow Gold & Moissanite,$709.00
Necklace Bridgesii,14K White Gold & Moissanite,$615.00
Pendant Lifian,14K White Gold & Moissanite,"$1,142.00"
Pendant Lorene,14K White Gold & Moissanite,$659.00
Pendant Lurline,14K White Gold & Moissanite,$747.00
Pendant Lynette,14K White Gold & Moissanite,$550.00
Pendant Nathalie,14K White Gold & Moissanite,$618.00
Pendant Onie,14K White Gold & Moissanite,$987.00
Pendant Saris,14K White Gold & Moissanite,$675.00
Pendant Milka,14K Rose Gold & Diamond,$521.00
